UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
Q5T280,CI114_HUMAN,376,Putative methyltransferase C9orf114 {ECO:0000305},3D-structure; Cell cycle; Cell division; Centromere; Chromosome; Cytoplasm;Cytoskeleton; Kinetochore; Methyltransferase; Mitosis; Reference proteome;RNA-binding; Transferase.,Gene Ontology,Centromere-associated
Q9P0J7,KCMF1_HUMAN,381,E3 ubiquitin-protein ligase KCMF1,Acetylation; Coiled coil; Metal-binding; Phosphoprotein;Reference proteome; Transferase; Ubl conjugation pathway; Zinc;Zinc-finger.,BioGRID,
Q9HCU5,PREB_HUMAN,417,Prolactin regulatory element-binding protein,3D-structure; Activator; DNA-binding; Endoplasmic reticulum;ER-Golgi transport; Membrane; Nitration; Nucleus; Protein transport;Reference proteome; Repeat; Transcription; Transcription regulation;Transmembrane; Transmembrane helix; Transport; WD repeat.,Gene Ontology,
Q5S007,LRRK2_HUMAN,2527,Leucine-rich repeat serine/threonine-protein kinase 2,3D-structure; ATP-binding; Autophagy; Cell projection; Coiled coil;Cytoplasm; Cytoplasmic vesicle; Cytoskeleton; Differentiation;Disease variant; Endoplasmic reticulum; Endosome; Golgi apparatus;GTP-binding; GTPase activation; Hydrolase; Kinase; Leucine-rich repeat;Lysosome; Membrane; Mitochondrion; Mitochondrion outer membrane;Neurodegeneration; Nucleotide-binding; Parkinson disease; Parkinsonism;Phosphoprotein; Reference proteome; Repeat;Serine/threonine-protein kinase; Synapse; Transferase; Ubl conjugation;WD repeat.,BioGRID,
Q9UBD5,ORC3_HUMAN,711,Origin recognition complex subunit 3,3D-structure; Alternative splicing; Chromosome; DNA replication;DNA-binding; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation.,Gene Ontology,DNA replication;Telomere-associated
P17947,SPI1_HUMAN,270,Transcription factor PU.1 {ECO:0000303|PubMed:33951726},3D-structure; Activator; Alternative splicing; Developmental protein;Disease variant; DNA-binding; Nucleus; Phosphoprotein; Proto-oncogene;Reference proteome; RNA-binding; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription;Pioneer TFs
O14617,AP3D1_HUMAN,1153,AP-3 complex subunit delta-1,3D-structure; Acetylation; Albinism; Alternative splicing; Coiled coil;Cytoplasm; Golgi apparatus; Hermansky-Pudlak syndrome; Membrane;Phosphoprotein; Protein transport; Reference proteome; Repeat; Transport.,BioGRID,
Q96SB4,SRPK1_HUMAN,655,SRSF protein kinase 1,3D-structure; Alternative splicing; ATP-binding; Chromosome;Chromosome partition; Cytoplasm; Differentiation;Direct protein sequencing; Endoplasmic reticulum; Host-virus interaction;Kinase; Microsome; mRNA processing; mRNA splicing; Nucleotide-binding;Nucleus; Phosphoprotein; Reference proteome;Serine/threonine-protein kinase; Transferase.,Gene Ontology,
P36542,ATPG_HUMAN,298,"ATP synthase subunit gamma, mitochondrial {ECO:0000305}",3D-structure; Acetylation; Alternative splicing; ATP synthesis; CF(1);Direct protein sequencing; Hydrogen ion transport; Ion transport; Membrane;Mitochondrion; Mitochondrion inner membrane; Phosphoprotein;Reference proteome; Transit peptide; Transport.,Gene Ontology,
Q9BXY0,MAK16_HUMAN,300,Protein MAK16 homolog,3D-structure; Acetylation; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Ubl conjugation.,Gene Ontology,Preribosome-associated
Q9BWP8,COL11_HUMAN,271,Collectin-11,3D-structure; Alternative splicing; Calcium; Coiled coil; Collagen;Developmental protein; Disease variant; Disulfide bond; Immunity;Innate immunity; Lectin; Mannose-binding; Metal-binding;Reference proteome; Secreted; Signal.,Gene Ontology,
Q9NZL4,HPBP1_HUMAN,359,Hsp70-binding protein 1 {ECO:0000305},3D-structure; Alternative splicing; Phosphoprotein; Reference proteome;Repeat.,Gene Ontology,
Q15393,SF3B3_HUMAN,1217,Splicing factor 3B subunit 3,3D-structure; Alternative splicing; Direct protein sequencing;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Spliceosome.,Gene Ontology,RNA processing
Q96T21,SEBP2_HUMAN,854,Selenocysteine insertion sequence-binding protein 2 {ECO:0000303|PubMed:19004874},3D-structure; Alternative splicing; Disease variant; Mitochondrion;Nucleus; Protein biosynthesis; Reference proteome; RNA-binding;Transit peptide.,Gene Ontology,
Q96RE7,NACC1_HUMAN,527,Nucleus accumbens-associated protein 1,3D-structure; Cytoplasm; Disease variant; Epilepsy;Intellectual disability; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Repressor; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
P25208,NFYB_HUMAN,207,Nuclear transcription factor Y subunit beta,3D-structure; Activator; DNA-binding; Isopeptide bond; Nucleus;Reference proteome; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors
P07737,PROF1_HUMAN,140,Profilin-1,3D-structure; Acetylation; Actin-binding; Amyotrophic lateral sclerosis;Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease variant;Isopeptide bond; Neurodegeneration; Phosphoprotein; Reference proteome;Ubl conjugation.,Gene Ontology,
P37231,PPARG_HUMAN,505,Peroxisome proliferator-activated receptor gamma,3D-structure; Activator; Alternative splicing; Biological rhythms;Cytoplasm; Diabetes mellitus; Disease variant; DNA-binding; Glycoprotein;Isopeptide bond; Metal-binding; Nucleus; Obesity; Phosphoprotein; Receptor;Reference proteome; Transcription; Transcription regulation;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
P28698,MZF1_HUMAN,734,Myeloid zinc finger 1,3D-structure; Alternative splicing; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q7L190,DPPA4_HUMAN,304,Developmental pluripotency-associated protein 4,Developmental protein; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation.,STRING,
Q86T24,KAISO_HUMAN,672,Transcriptional regulator Kaiso,3D-structure; Activator; Cytoplasm; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Repressor; Transcription; Transcription regulation; Ubl conjugation;Wnt signaling pathway; Zinc; Zinc-finger.,Gene Ontology,Methylated DNA binding;DNA-binding transcription factors
Q9HAV4,XPO5_HUMAN,1204,Exportin-5,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Host-virus interaction; Nucleus; Phosphoprotein; Protein transport;Reference proteome; RNA-binding; RNA-mediated gene silencing; Transport;tRNA-binding.,Gene Ontology,
Q96CW5,GCP3_HUMAN,907,Gamma-tubulin complex component 3,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Cytoskeleton;Microtubule; Phosphoprotein; Reference proteome.,BioGRID,
Q9Y5Q8,TF3C5_HUMAN,519,General transcription factor 3C polypeptide 5,3D-structure; Acetylation; Alternative splicing; DNA-binding; Nucleus;Reference proteome; Transcription.,Gene Ontology,Regulation of transcription;General TFs;DNA-templated transcription
P35579,MYH9_HUMAN,1960,Myosin-9,3D-structure; Acetylation; Actin-binding; Alport syndrome;Alternative splicing; ATP-binding; Calmodulin-binding; Cataract;Cell adhesion; Cell shape; Coiled coil; Cytoplasm; Cytoplasmic vesicle;Cytoskeleton; Deafness; Direct protein sequencing; Disease variant;Methylation; Motor protein; Myosin; Non-syndromic deafness;Nucleotide-binding; Phosphoprotein; Reference proteome; Ubl conjugation.,Gene Ontology,
Q9BZS1,FOXP3_HUMAN,431,Forkhead box protein P3 41 kDa form,3D-structure; Acetylation; Activator; Alternative splicing; Cytoplasm;Diabetes mellitus; Disease variant; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription
Q9UBX2,DUX4_HUMAN,424,Double homeobox protein 4 {ECO:0000312|HGNC:HGNC:50800},3D-structure; Activator; Alternative splicing; Developmental protein;DNA-binding; Homeobox; Nucleus; Reference proteome; Repeat; Transcription;Transcription regulation.,Gene Ontology,DNA-binding transcription factors
O60315,ZEB2_HUMAN,1214,Zinc finger E-box-binding homeobox 2,3D-structure; Acetylation; Alternative splicing; Chromosome;Disease variant; DNA-binding; Epilepsy; Hirschsprung disease; Homeobox;Intellectual disability; Isopeptide bond; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q15370,ELOB_HUMAN,118,Elongin-B,3D-structure; Acetylation; Alternative splicing; Direct protein sequencing;Host-virus interaction; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation pathway.,Gene Ontology,DNA-templated transcription
O00255,MEN1_HUMAN,610,Menin,3D-structure; Alternative splicing; Chromatin regulator; Disease variant;DNA-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation.,Gene Ontology,Telomere-associated;DNA-templated transcription
P54253,ATX1_HUMAN,815,Ataxin-1,3D-structure; Alternative splicing; Cytoplasm; DNA-binding;Isopeptide bond; Neurodegeneration; Nucleus; Phosphoprotein;Reference proteome; Repressor; RNA-binding; Spinocerebellar ataxia;Transcription; Transcription regulation; Triplet repeat expansion;Ubl conjugation.,Gene Ontology,
P40763,STAT3_HUMAN,770,Signal transducer and activator of transcription 3 {ECO:0000305},3D-structure; Acetylation; Activator; Alternative splicing; Cytoplasm;Diabetes mellitus; Disease variant; DNA-binding; Dwarfism;Host-virus interaction; Nucleus; Phosphoprotein; Reference proteome;SH2 domain; Transcription; Transcription regulation.,STRING,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
Q9H7B2,RPF2_HUMAN,306,Ribosome production factor 2 homolog,3D-structure; Nucleus; Reference proteome; Ribosome biogenesis.,Gene Ontology,
Q9H492,MLP3A_HUMAN,121,Microtubule-associated proteins 1A/1B light chain 3A {ECO:0000305},3D-structure; Alternative splicing; Autophagy; Cytoplasm;Cytoplasmic vesicle; Cytoskeleton; Lipoprotein; Membrane; Microtubule;Phosphoprotein; Reference proteome; Ubl conjugation pathway.,Gene Ontology,
Q9NP64,ZCC17_HUMAN,241,Zinc finger CCHC domain-containing protein 17,3D-structure; Acetylation; Alternative splicing; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Ribonucleoprotein; Zinc; Zinc-finger.,Gene Ontology,
P47974,TISD_HUMAN,494,mRNA decay activator protein ZFP36L2 {ECO:0000305},3D-structure; Cytoplasm; Developmental protein; Disease variant;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Ribonucleoprotein; RNA-binding; Zinc; Zinc-finger.,Gene Ontology,
Q9BR39,JPH2_HUMAN,696,Junctophilin-2 N-terminal fragment {ECO:0000250|UniProtKB:Q9ET78},3D-structure; Alternative splicing; Cardiomyopathy; Cell membrane;Developmental protein; Disease variant; DNA-binding; Endoplasmic reticulum;Membrane; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor;Sarcoplasmic reticulum; Transcription; Transcription regulation;Transmembrane; Transmembrane helix.,Gene Ontology,DNA-binding transcription factors
P23396,RS3_HUMAN,243,Small ribosomal subunit protein uS3 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Alternative splicing; Apoptosis; Cell cycle;Cell division; Cytoplasm; Cytoskeleton; Direct protein sequencing;DNA damage; DNA repair; DNA-binding; Isopeptide bond; Lyase; Membrane;Methylation; Mitochondrion; Mitochondrion inner membrane; Mitosis; Nucleus;Phosphoprotein; Reference proteome; Ribonucleoprotein; Ribosomal protein;RNA-binding; Transcription; Transcription regulation;Translation regulation; Ubl conjugation.,Gene Ontology,DNA repair;DNA-modifying enzymes
Q8NC60,NOA1_HUMAN,698,Nitric oxide-associated protein 1,3D-structure; Apoptosis; GTP-binding; Membrane; Mitochondrion;Mitochondrion inner membrane; Nucleotide-binding; Phosphoprotein;Reference proteome.,Gene Ontology,
P19532,TFE3_HUMAN,575,Transcription factor E3 {ECO:0000303|PubMed:9393982},3D-structure; Activator; Adaptive immunity; Alternative splicing;Chromosomal rearrangement; Cytoplasm; Disease variant; DNA-binding;Immunity; Intellectual disability; Isopeptide bond; Lysosome; Membrane;Methylation; Nucleus; Phosphoprotein; Proto-oncogene; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
P14866,HNRPL_HUMAN,589,Heterogeneous nuclear ribonucleoprotein L,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Isopeptide bond; Methylation; Nucleus;Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding;Ubl conjugation.,Gene Ontology,RNA processing
P78545,ELF3_HUMAN,371,ETS-related transcription factor Elf-3,3D-structure; Activator; Alternative splicing; Cytoplasm;Developmental protein; Differentiation; DNA-binding; Inflammatory response;Nucleus; Reference proteome; Repressor; Transcription;Transcription regulation.,Gene Ontology,DNA-binding transcription factors
Q9H7E2,TDRD3_HUMAN,651,Tudor domain-containing protein 3,3D-structure; Alternative splicing; Chromatin regulator; Cytoplasm;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Ubl conjugation.,Gene Ontology,Histone PTM readers
Q9BX40,LS14B_HUMAN,385,Protein LSM14 homolog B,Acetylation; Alternative splicing; Developmental protein; Isopeptide bond;Methylation; Phosphoprotein; Reference proteome; Ribonucleoprotein;Translation regulation; Ubl conjugation.,BioGRID,
P09132,SRP19_HUMAN,144,Signal recognition particle 19 kDa protein,3D-structure; Alternative splicing; Cytoplasm; Direct protein sequencing;Nucleus; Reference proteome; Ribonucleoprotein; RNA-binding;Signal recognition particle.,Gene Ontology,
P83731,RL24_HUMAN,157,Large ribosomal subunit protein eL24 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; ADP-ribosylation; Cytoplasm;Direct protein sequencing; Isopeptide bond; Phosphoprotein;Reference proteome; Ribonucleoprotein; Ribosomal protein; Ubl conjugation.,Gene Ontology,
O60671,RAD1_HUMAN,282,Cell cycle checkpoint protein RAD1,3D-structure; Alternative splicing; DNA damage; DNA repair; Nucleus;Reference proteome.,Gene Ontology,DNA-modifying enzymes
Q99933,BAG1_HUMAN,345,BAG family molecular chaperone regulator 1,3D-structure; Alternative initiation; Alternative splicing; Apoptosis;Chaperone; Cytoplasm; Nucleus; Phosphoprotein; Reference proteome; Repeat;Ubl conjugation.,Gene Ontology,
P46937,YAP1_HUMAN,504,Transcriptional coactivator YAP1,3D-structure; Activator; Alternative splicing; Cell junction; Coiled coil;Cytoplasm; Nucleus; Phosphoprotein; Proto-oncogene; Reference proteome;Repeat; Repressor; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,Regulation of transcription
O75792,RNH2A_HUMAN,299,Ribonuclease H2 subunit A,3D-structure; Acetylation; Aicardi-Goutieres syndrome; Disease variant;Endonuclease; Hydrolase; Metal-binding; Nuclease; Nucleus; Phosphoprotein;Reference proteome.,Gene Ontology,DNA replication;DNA repair
P08621,RU17_HUMAN,437,U1 small nuclear ribonucleoprotein 70 kDa,3D-structure; Acetylation; Alternative splicing; Direct protein sequencing;Isopeptide bond; mRNA processing; Nucleus; Phosphoprotein;Reference proteome; Ribonucleoprotein; RNA-binding; Ubl conjugation.,Gene Ontology,
O60563,CCNT1_HUMAN,726,Cyclin-T1 {ECO:0000303|PubMed:35393539},3D-structure; Acetylation; ADP-ribosylation; Alternative splicing;Cell cycle; Cell division; Coiled coil; Cyclin; Direct protein sequencing;Host-virus interaction; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,DNA-templated transcription
P61978,HNRPK_HUMAN,463,Heterogeneous nuclear ribonucleoprotein K,3D-structure; Acetylation; Activator; Alternative splicing; Cell junction;Cell projection; Cytoplasm; Direct protein sequencing; DNA-binding;Glycoprotein; Host-virus interaction; Intellectual disability;Isopeptide bond; Methylation; mRNA processing; mRNA splicing; Nucleus;Phosphoprotein; Reference proteome; Repeat; Repressor; Ribonucleoprotein;RNA-binding; Spliceosome; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,RNA processing
Q5VZF2,MBNL2_HUMAN,373,Muscleblind-like protein 2,3D-structure; Alternative splicing; Cytoplasm; Metal-binding;mRNA processing; mRNA splicing; Nucleus; Reference proteome; Repeat;RNA-binding; Zinc; Zinc-finger.,Gene Ontology,
Q9Y5B0,CTDP1_HUMAN,961,RNA polymerase II subunit A C-terminal domain phosphatase,3D-structure; Acetylation; Alternative splicing; Cataract; Cell cycle;Cell division; Cytoplasm; Cytoskeleton; Hydrolase; Mitosis; Neuropathy;Nucleus; Phosphoprotein; Protein phosphatase; Reference proteome.,Gene Ontology,DNA-templated transcription
Q9HCU9,BRMS1_HUMAN,246,Breast cancer metastasis-suppressor 1,3D-structure; Apoptosis; Coiled coil; Cytoplasm; Isopeptide bond; Nucleus;Reference proteome; Repressor; Transcription; Transcription regulation;Tumor suppressor; Ubl conjugation.,Gene Ontology,
Q96T58,MINT_HUMAN,3664,Msx2-interacting protein,3D-structure; Activator; Coiled coil; Disease variant; DNA-binding;Host-virus interaction; Intellectual disability; Methylation;Notch signaling pathway; Nucleus; Phosphoprotein; Reference proteome;Repeat; Repressor; RNA-binding; Transcription; Transcription regulation.,Gene Ontology,
P09543,CN37_HUMAN,421,"2',3'-cyclic-nucleotide 3'-phosphodiesterase {ECO:0000305}",3D-structure; Alternative splicing; Direct protein sequencing; Hydrolase;Leukodystrophy; Lipoprotein; Membrane; Methylation; Neurodegeneration;Phosphoprotein; Prenylation; Reference proteome; RNA-binding.,Gene Ontology,
P46060,RAGP1_HUMAN,587,Ran GTPase-activating protein 1,3D-structure; Acetylation; Centromere; Chromosome; Cytoplasm; Cytoskeleton;Direct protein sequencing; GTPase activation; Isopeptide bond; Kinetochore;Leucine-rich repeat; Nucleus; Phosphoprotein; Reference proteome; Repeat;Ubl conjugation.,Gene Ontology,Centromere-associated
Q9Y2Z4,SYYM_HUMAN,477,"Tyrosine--tRNA ligase, mitochondrial",3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding;Disease variant; Ligase; Mitochondrion; Nucleotide-binding;Primary mitochondrial disease; Protein biosynthesis; Reference proteome;Transit peptide.,Gene Ontology,
Q96A58,RERG_HUMAN,199,Ras-related and estrogen-regulated growth inhibitor,3D-structure; Alternative splicing; Cytoplasm; GTP-binding; Hydrolase;Nucleotide-binding; Reference proteome.,Gene Ontology,
Q9H3J6,MTRFR_HUMAN,166,Mitochondrial translation release factor in rescue {ECO:0000305},3D-structure; Alternative splicing; Coiled coil; Disease variant;Hereditary spastic paraplegia; Methylation; Mitochondrion;Neurodegeneration; Primary mitochondrial disease; Protein biosynthesis;Reference proteome; RNA-binding; Transit peptide.,Gene Ontology,
O75369,FLNB_HUMAN,2602,Filamin-B,3D-structure; Acetylation; Actin-binding; Alternative splicing; Cytoplasm;Cytoskeleton; Developmental protein; Differentiation; Disease variant;Dwarfism; Isopeptide bond; Myogenesis; Phosphoprotein; Reference proteome;Repeat; Ubl conjugation.,Gene Ontology,
P62424,RL7A_HUMAN,266,Large ribosomal subunit protein eL8 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Chromosomal rearrangement; Cytoplasm;Isopeptide bond; Reference proteome; Ribonucleoprotein; Ribosomal protein;Ubl conjugation.,Gene Ontology,
A4D1E9,GTPBA_HUMAN,387,GTP-binding protein 10,3D-structure; Alternative splicing; Chromosome; GTP-binding;Nucleotide-binding; Nucleus; Reference proteome; Ribosome biogenesis.,Gene Ontology,
P62312,LSM6_HUMAN,80,U6 snRNA-associated Sm-like protein LSm6,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;mRNA processing; mRNA splicing; Nucleus; Reference proteome;Ribonucleoprotein; RNA-binding; rRNA processing; Spliceosome;tRNA processing.,Gene Ontology,
P12277,KCRB_HUMAN,381,Creatine kinase B-type {ECO:0000305},3D-structure; ATP-binding; Cell membrane; Cytoplasm;Direct protein sequencing; Kinase; Membrane; Mitochondrion; Nitration;Nucleotide-binding; Phosphoprotein; Reference proteome; Transferase.,Gene Ontology,
Q7L0Y3,TM10C_HUMAN,403,tRNA methyltransferase 10 homolog C {ECO:0000305},3D-structure; Coiled coil; Disease variant; Methyltransferase;Mitochondrion; Mitochondrion nucleoid; Phosphoprotein;Primary mitochondrial disease; Reference proteome; S-adenosyl-L-methionine;Transferase; Transit peptide; tRNA processing.,Gene Ontology,
Q9NUL7,DDX28_HUMAN,540,Probable ATP-dependent RNA helicase DDX28,3D-structure; ATP-binding; Helicase; Hydrolase; Mitochondrion;Mitochondrion nucleoid; Nucleotide-binding; Nucleus; Reference proteome;Ribosome biogenesis; RNA-binding; rRNA-binding.,Gene Ontology,
P50750,CDK9_HUMAN,372,Cyclin-dependent kinase 9,3D-structure; Acetylation; Alternative splicing; ATP-binding; Cytoplasm;DNA damage; DNA repair; Host-virus interaction; Kinase; Nucleotide-binding;Nucleus; Phosphoprotein; Reference proteome;Serine/threonine-protein kinase; Transcription; Transcription regulation;Transferase; Ubl conjugation.,Gene Ontology,DNA replication;DNA-templated transcription
Q9UJA3,MCM8_HUMAN,840,DNA helicase MCM8,3D-structure; Alternative splicing; ATP-binding; Cell cycle; Chromosome;Disease variant; DNA damage; DNA repair; DNA replication; DNA-binding;Helicase; Hydrolase; Nucleotide-binding; Nucleus; Phosphoprotein;Premature ovarian failure; Reference proteome.,Gene Ontology,DNA replication;DNA repair;DNA-modifying enzymes
Q02878,RL6_HUMAN,288,Large ribosomal subunit protein eL6 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Endoplasmic reticulum; Isopeptide bond; Phosphoprotein; Reference proteome;Ribonucleoprotein; Ribosomal protein; Ubl conjugation.,Gene Ontology,
Q9GZU2,PEG3_HUMAN,1588,Paternally-expressed gene 3 protein,3D-structure; Alternative splicing; Apoptosis; Cytoplasm; Metal-binding;Nucleus; Reference proteome; Repeat; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q99575,POP1_HUMAN,1024,Ribonucleases P/MRP protein subunit POP1,3D-structure; Disease variant; Dwarfism; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; tRNA processing.,Gene Ontology,
Q5RL73,RBM48_HUMAN,367,RNA-binding protein 48,3D-structure; Alternative splicing; mRNA processing; mRNA splicing;Reference proteome; RNA-binding; Spliceosome.,Gene Ontology,
Q9UER7,DAXX_HUMAN,740,Death domain-associated protein 6,3D-structure; Acetylation; Alternative splicing; Apoptosis; Centromere;Chaperone; Chromatin regulator; Chromosome; Coiled coil; Cytoplasm;Host-virus interaction; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Repressor; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,Centromere-associated;Histone chaperones
Q96M98,PACRG_HUMAN,296,Parkin coregulated gene protein,3D-structure; Alternative splicing; Cell projection; Cytoplasm;Cytoskeleton; Reference proteome.,Gene Ontology,
Q14549,GBX1_HUMAN,363,Homeobox protein GBX-1,3D-structure; DNA-binding; Homeobox; Nucleus; Reference proteome;Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors
Q8N488,RYBP_HUMAN,228,RING1 and YY1-binding protein,3D-structure; Apoptosis; Cytoplasm; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,
P46783,RS10_HUMAN,165,Small ribosomal subunit protein eS10 {ECO:0000303|PubMed:24524803},3D-structure; Cytoplasm; Diamond-Blackfan anemia;Direct protein sequencing; Isopeptide bond; Methylation; Nucleus;Phosphoprotein; Reference proteome; Ribonucleoprotein; Ribosomal protein;Ubl conjugation.,Gene Ontology,
O75533,SF3B1_HUMAN,1304,Splicing factor 3B subunit 1,3D-structure; Acetylation; Alternative splicing; Citrullination;Isopeptide bond; mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Repeat; RNA-binding; Spliceosome; Ubl conjugation.,Gene Ontology,Chromatin remodelers;RNA processing
Q9H6I2,SOX17_HUMAN,414,Transcription factor SOX-17,3D-structure; Activator; Disease variant; DNA-binding; Nucleus;Reference proteome; Transcription; Transcription regulation;Wnt signaling pathway.,STRING,DNA-binding transcription factors;Other families with HMG-box domain
Q9UPR3,SMG5_HUMAN,1016,Nonsense-mediated mRNA decay factor SMG5 {ECO:0000312|HGNC:HGNC:24644},3D-structure; Acetylation; Coiled coil; Cytoplasm;Nonsense-mediated mRNA decay; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,
P48436,SOX9_HUMAN,509,Transcription factor SOX-9 {ECO:0000305},3D-structure; Acetylation; Activator; Differentiation; Disease variant;DNA-binding; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription;Other families with HMG-box domain
Q8IWA0,WDR75_HUMAN,830,WD repeat-containing protein 75,3D-structure; Acetylation; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Repeat; Ribosome biogenesis; rRNA processing;Transcription; Transcription regulation; Ubl conjugation; WD repeat.,Gene Ontology,Preribosome-associated
P51531,SMCA2_HUMAN,1590,Probable global transcription activator SNF2L2,3D-structure; Acetylation; Activator; Alternative splicing; ATP-binding;Bromodomain; Disease variant; DNA-binding; Helicase; Hydrolase;Hypotrichosis; Intellectual disability; Isopeptide bond; Neurogenesis;Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome;Schizophrenia; Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,Chromatin remodelers;DNA-modifying enzymes
Q8IWZ8,SUGP1_HUMAN,645,SURP and G-patch domain-containing protein 1,3D-structure; Alternative splicing; mRNA processing; mRNA splicing;Nucleus; Phosphoprotein; Reference proteome; Repeat; Spliceosome.,Gene Ontology,
Q15906,VPS72_HUMAN,364,Vacuolar protein sorting-associated protein 72 homolog,3D-structure; Alternative splicing; Chromatin regulator; DNA-binding;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,Chromatin remodelers;DNA-modifying enzymes;DNA-templated transcription;Histone chaperones
P60520,GBRL2_HUMAN,117,Gamma-aminobutyric acid receptor-associated protein-like 2 {ECO:0000305},3D-structure; Acetylation; Autophagy; Cytoplasmic vesicle;Endoplasmic reticulum; Golgi apparatus; Lipoprotein; Membrane;Phosphoprotein; Protein transport; Reference proteome; Transport.,Gene Ontology,
P09038,FGF2_HUMAN,288,Fibroblast growth factor 2,3D-structure; Alternative initiation; Angiogenesis; Developmental protein;Differentiation; Direct protein sequencing; Growth factor; Heparin-binding;Isopeptide bond; Methylation; Mitogen; Nucleus; Phosphoprotein;Reference proteome; Secreted; Ubl conjugation.,STRING,DNA-templated transcription
Q2M1K9,ZN423_HUMAN,1284,Zinc finger protein 423,3D-structure; Activator; Alternative splicing; Ciliopathy;Developmental protein; Differentiation; Disease variant; DNA-binding;Joubert syndrome; Metal-binding; Nephronophthisis; Neurogenesis; Nucleus;Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription;Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
